"","MCCR-00039-01","MCCR-00040-01","MCCR-00041-01","MCCR-00042-01","MCCR-00043-01","MCCR-00044-01","MCCR-00045-01","MCCR-00046-01","MCCR-00047-01","MCCR-00048-01","MCCR-00049-01","MCCR-00050-01","MCCR-00051-01","MCCR-00052-01","MCCR-00053-01","MCCR-00054-01","MCCR-00055-01","MCCR-00056-01","MCCR-00057-01","MCCR-00058-01","MCCR-00059-01","MCCR-00060-01","MCCR-00061-01","MCCR-00062-01","MCCR-00063-01","MCCR-00064-01","MCCR-00065-01","MCCR-00066-01","MCCR-00067-01","MCCR-00068-01","MCCR-00069-01","MCCR-00070-01","MCCR-00071-01","MCCR-00072-01","MCCR-00073-01","MCCR-00074-01","MCCR-00075-01","MCCR-00076-01","MCCR-00078-01","MCCR-00079-01","MCCR-00080-01","MCCR-00081-01","MCCR-00082-01","MCCR-00083-01","MCCR-00084-01","MCCR-00085-01","MCCR-00086-01","MCCR-00087-01","MCCR-00088-01","MCCR-00089-01","MCCR-00090-01","MCCR-00091-01","MCCR-00092-01","MCCR-00093-01","MCCR-00094-01","MCCR-00095-01","MCCR-00096-01","MCCR-00097-01","MCCR-00098-01","MCCR-00099-01","MCCR-00100-01","MCCR-00101-01","MCCR-00102-01","MCCR-00103-01","MCCR-00104-01","MCCR-00105-01","MCCR-00106-01","MCCR-00107-01"
"","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor"
"glycine","0.665729","1.040054","0.785433","0.658228","0.285758","0.808007","0.638989","0.555513","0.834907","0.698733","0.278788","0.724570","1.057192","0.469172","0.877374","0.739952","0.458992","0.457979","1.000000","0.297925","0.617353","1.911855","0.781164","1.342788","0.727436","0.872449","0.983505","1.164632","0.332384","0.659821","1.234980","1.248004","0.631411","0.607328","1.158173","1.406618","4.009768","1.163341","1.364295","1.578346","2.548783","1.285733","1.000000","2.763818","1.834488","1.499338","3.371249","0.917426","1.302782","1.122585","1.064870","0.274616","1.382437","1.822937","1.147295","1.889272","0.656900","1.042456","1.229425","1.783002","1.963919","0.831535","0.105829","0.702296","1.000000","0.804497","1.727276","1.369937"
"glycolate (hydroxyacetate)","0.593494","1.142891","1.090465","1.079889","1.172669","0.964229","0.751239","1.163181","1.090548","1.188303","1.544642","1.314018","1.252883","0.886437","0.709202","0.850235","0.808314","1.000000","0.754439","1.666080","0.910530","0.868824","0.967756","1.135143","1.000000","0.957133","0.768189","1.021310","1.336626","1.418456","0.419220","0.898450","1.169297","1.119032","0.272878","1.284980","1.269367","1.260214","0.868078","0.865790","0.949277","0.952560","1.325820","0.863909","0.656912","1.345485","1.187138","0.746920","1.047812","1.076851","1.437612","0.904790","0.684367","1.292059","1.000000","0.872158","1.003018","1.084145","1.161179","0.662896","0.977944","0.687364","1.020255","0.991817","0.751833","1.061577","0.964331","1.242538"
"glycylglycine","0.807893","1.196779","0.875726","0.448248","0.223271","0.457626","0.560685","0.501122","1.000000","0.528064","0.254173","0.450367","0.839921","0.383978","0.437784","1.360721","0.489885","0.744404","1.008710","0.329790","0.418260","1.137273","2.195849","0.788429","0.658748","0.464728","1.006954","1.289347","0.867596","0.317483","1.400764","2.362033","0.496219","0.661192","1.747388","1.106851","2.638204","0.618706","1.199797","1.495301","1.043083","2.384362","0.669798","2.723814","2.371041","1.150732","2.317158","0.899653","1.548769","0.521687","0.460851","0.205717","1.993085","1.398490","1.000000","2.101149","0.222480","2.328289","2.323395","1.710183","1.441405","0.510080","0.205717","2.042466","1.613702","0.991290","1.016832","2.116112"
"guanine","0.073997","0.073997","0.073997","0.819211","0.073997","0.073997","1.000000","0.073997","0.073997","0.073997","0.073997","0.073997","1.072304","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","1.000000","0.073997","0.073997","0.073997","2.421686","0.859976","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","11.369075","0.073997","0.115729","0.073997","0.073997","1.000000","0.073997","6.154173","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","0.073997","3.940176","7.801898","0.073997","0.560242","0.073997","0.073997","0.073997","0.107524","0.073997","0.073997","0.073997","0.073997"
"guanosine","0.372185","0.697577","1.903254","0.617684","1.040382","0.760164","3.101006","0.155072","0.468820","1.614957","1.275899","2.742279","1.995301","0.929409","1.429025","1.110752","1.762617","1.037308","0.359128","0.890026","2.459725","1.187002","1.997279","0.725838","0.412520","0.295703","1.299262","0.889249","2.038015","0.597403","1.179325","1.407883","0.242771","1.490943","1.394193","1.405606","2.254977","1.000000","0.380218","0.883567","0.845376","2.190889","0.656645","0.764166","0.632577","0.693225","2.348014","0.275280","1.020291","0.316094","0.581148","0.736055","1.288657","0.886964","1.615956","2.620279","1.165733","2.135555","2.558307","1.557969","0.177571","0.580547","0.155072","0.584054","0.606576","0.811334","1.525281","0.889152"
"heme*","0.614938","4.834490","2.648973","8.159787","3.128753","0.880352","1.000000","1.334170","1.119648","3.099977","0.137519","0.096793","0.040295","0.062175","1.541328","7.777216","2.655564","3.726918","0.195343","0.212256","2.814479","0.112556","2.140705","0.400183","0.131148","0.068455","0.692002","0.098110","2.912599","0.040295","2.964209","1.975447","0.203715","2.705163","0.040295","0.253758","1.988775","0.236135","3.488216","3.301136","0.237188","2.038013","7.683450","3.819153","0.311864","0.230653","0.554771","1.643699","3.744949","2.930343","8.700188","0.318771","0.559851","0.720192","0.665830","1.951659","4.879151","0.040295","3.127858","0.334938","0.040295","1.668499","0.923965","0.097407","0.614316","0.917752","0.048224","5.218677"
"heptaethylene glycol","0.496189","0.496189","0.616328","0.496189","0.496189","0.496189","0.496189","1.000000","0.496189","0.496189","0.496189","1.045298","0.911919","0.496189","0.496189","1.733769","0.496189","0.496189","2.785393","1.832171","0.496189","0.496189","0.496189","0.496189","0.496189","0.496189","0.580959","0.496189","0.496189","0.496189","0.731264","0.716378","2.449314","0.917227","0.496189","1.000000","0.496189","1.530566","0.496189","0.496189","1.455744","0.545344","1.234107","0.496189","0.496189","0.496189","0.496189","0.798431","0.496189","0.496189","0.496189","0.496189","0.496189","1.675477","0.750343","0.496189","6.123979","0.496189","1.101939","1.082773","0.496189","0.496189","0.591967","0.930447","0.496189","1.609175","0.496189","0.496189"
"heptanoate (7:0)","0.773176","0.829166","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","1.222230","0.773176","0.773176","1.072038","0.773176","0.773176","0.773176","0.773176","0.909031","0.773176","0.773176","1.151252","0.773176","0.773176","0.773176","0.773176","0.773176","1.056984","0.773176","0.773176","0.773176","0.938086","0.943016","0.773176","0.773176","0.773176","0.963568","0.773176","0.885461","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.773176","0.862844","0.773176","0.773176","1.868702","0.773176","0.773176","0.773176","1.036432","0.773176","1.272145","0.773176","0.773176","1.174033","0.773176","0.773176"
"hexaethylene glycol","0.454865","0.454865","0.765094","0.454865","0.454865","0.697570","0.454865","1.007150","0.677906","0.454865","0.454865","0.776660","0.702036","0.454865","0.454865","0.887062","0.454865","0.454865","3.016235","1.683150","0.454865","0.454865","0.454865","0.454865","0.454865","0.454865","1.215808","0.454865","0.454865","0.454865","0.716522","0.477388","3.425275","0.643770","0.454865","1.116094","0.454865","1.078945","0.454865","0.454865","1.000000","0.454865","1.000000","0.454865","0.454865","0.454865","0.454865","1.112938","0.454865","0.454865","0.574783","0.454865","0.454865","1.403255","0.454865","0.454865","5.879222","0.454865","1.385378","1.736319","0.454865","0.454865","0.733934","0.621419","0.454865","1.520934","0.454865","0.869335"
"hexanoylcarnitine (c6)","0.311275","0.986331","0.311275","0.379468","0.311275","0.506981","1.900052","0.851030","0.311275","0.311275","0.311275","0.311275","0.382749","0.585493","0.593523","0.410404","0.311275","0.311275","0.572591","0.450646","0.311275","0.518043","3.255395","0.311275","1.961004","0.727202","1.010648","1.286132","0.311275","0.311275","1.090525","1.210436","0.743451","0.311275","0.636453","0.838262","1.537296","0.954090","0.552587","1.902471","1.037737","1.511245","1.503204","2.055989","2.559042","1.013669","2.051022","0.839787","2.733172","0.311275","2.640103","1.290848","1.027218","1.153337","0.632296","1.281292","0.620268","1.122195","1.443237","1.158352","0.870604","0.510772","0.909475","2.041852","0.528110","0.602691","1.252378","1.000000"
"hippurate","0.472682","0.472682","0.539167","0.472682","0.472682","0.863958","0.472682","0.780927","0.472682","0.708404","0.472682","0.472682","0.517378","1.173783","0.472682","0.670799","0.472682","0.472682","2.892756","0.472682","0.472682","6.364106","0.472682","2.545687","2.427409","0.472682","0.808268","1.071149","0.472682","0.472682","1.390497","0.985185","0.897133","0.726044","0.921678","1.949953","0.472682","0.876834","8.532500","1.121960","0.472682","0.895324","1.937927","0.992838","1.696779","1.011466","1.357654","0.472682","0.893442","0.753706","1.973603","1.295468","1.071937","0.928851","1.531933","1.007162","0.598704","1.759918","0.831256","0.686795","0.988534","1.121023","1.525031","0.472682","1.650333","0.472682","0.775744","2.829852"
"histamine","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","1.609745","1.000000","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","1.786632","0.213368","4.169152","0.213368","0.390255","0.213368","0.213368","0.213368","0.972467","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368","0.213368"
"histidine","1.280927","1.331133","1.056891","0.881677","0.600327","0.671269","0.851455","0.923678","1.307808","0.612937","0.791059","0.679276","1.209051","1.125475","0.572530","1.135177","0.695968","0.569619","1.023383","0.816701","0.772105","1.609888","1.443871","0.855949","1.000000","1.158949","1.000000","0.808342","0.644036","1.052467","0.803224","1.697995","0.718497","0.778801","1.311218","2.184926","1.429401","0.715098","1.352928","1.073586","0.994961","1.743207","0.815295","1.401955","1.234907","1.000000","2.591635","0.985074","1.292385","0.687376","0.952239","0.467501","1.503564","1.030390","0.644098","1.213671","0.659221","1.399916","1.072199","1.718256","1.388619","0.509332","0.854208","1.033358","0.980539","0.838064","0.654235","1.452670"
"homocarnosine","1.878676","0.361008","1.555340","2.213919","8.107249","1.423661","3.400667","3.926136","0.556896","0.696194","2.875970","1.196239","0.984631","1.585248","1.061564","1.058570","3.816052","0.774117","0.559821","6.297870","1.388427","1.015369","0.093149","0.425677","0.093149","2.128207","0.093149","0.230239","1.151899","5.559189","2.434038","0.093149","0.093149","2.946823","0.634082","0.468752","0.238341","0.309083","1.241471","0.093149","0.093149","0.093149","0.848101","0.403189","0.207717","0.499193","0.095817","0.093149","0.667990","1.000000","0.093149","0.093149","1.835861","0.443252","0.419220","0.484146","0.093149","0.093149","1.183135","2.909858","0.271478","0.716899","0.093149","0.093149","0.093149","0.787342","0.093149","0.093149"
"homocysteine","0.746063","1.023784","1.533608","3.451760","0.845576","0.320843","1.282111","1.496488","0.754823","6.363960","2.510921","1.710652","1.596169","1.399964","2.104824","2.003629","2.524678","1.681563","0.748174","2.484275","0.501884","1.545255","2.127356","1.000000","0.481949","0.465218","0.289689","1.202578","7.909749","1.513183","1.443999","0.613029","0.945620","2.877933","1.229491","0.449316","1.061647","0.442961","2.122076","1.511559","0.783829","0.747660","1.271321","0.856950","0.501479","0.482598","0.230487","0.362176","1.000000","2.598204","0.759812","0.230487","0.461847","0.602091","0.875427","1.425022","0.409293","0.528903","2.277962","0.938353","0.890812","1.343737","0.230487","0.981309","0.628794","0.936375","0.487828","0.230487"
"hydroxyisovaleroylcarnitine (c5)","0.676440","2.216195","1.095464","0.527903","0.357920","0.775968","3.224516","1.352253","1.063600","0.184510","0.521555","0.793663","1.456821","2.941447","0.461852","1.265208","0.486551","0.279855","0.724451","1.651956","0.618176","0.837450","1.930429","1.732285","0.207387","1.590901","0.184510","4.556329","0.707292","1.018279","6.698720","2.708286","1.176065","1.073892","0.831159","0.677350","0.771366","0.559706","1.293700","1.000000","0.976186","1.076874","0.677723","1.058408","1.108466","0.575038","1.091067","0.530332","1.236861","3.078872","0.473583","0.221205","1.021297","0.757870","0.795112","1.276259","1.057780","1.569035","1.000000","0.184510","3.521110","1.169362","0.184510","1.033200","0.848100","0.942220","0.204852","0.610864"
"hypotaurine","0.117190","0.708678","0.230233","0.127713","0.143899","1.069162","0.188518","0.271104","0.572082","0.117190","0.183206","0.117190","0.220179","0.254379","0.624913","0.117190","0.117190","0.117190","1.494262","0.301160","0.117190","1.000000","1.516622","0.308629","0.556566","0.909924","0.609422","0.380261","0.117190","0.807987","3.969945","1.367542","0.944479","0.142529","1.022634","0.891619","5.144913","1.025451","0.839341","0.977366","2.608419","1.164897","2.456723","4.262750","5.999338","2.602566","1.383037","1.159687","1.110641","0.434577","0.736263","2.194902","3.919069","1.029217","1.765515","2.696666","2.455974","0.237778","1.579806","1.384073","2.441802","0.310534","0.117190","2.157223","3.935375","0.323753","0.815174","4.030313"
"hypoxanthine","0.976121","1.335465","1.219848","1.000000","0.629714","0.865667","1.099495","1.000000","1.331163","0.909329","0.756962","1.090472","1.264609","1.066497","1.000000","1.068835","1.028985","0.617338","0.808098","0.778214","0.972772","0.954549","1.701552","1.225424","0.545548","0.895899","0.675343","1.115588","1.097854","0.959094","1.296989","1.343750","0.785014","1.040658","1.117475","0.700046","1.579466","0.774057","1.332948","1.266261","0.997466","1.522687","0.828901","1.574442","1.180351","0.969162","0.994923","0.631250","1.679026","1.325431","1.009815","0.375354","0.611358","0.719948","0.739029","1.062237","0.722187","1.525896","1.007451","0.763666","1.197566","1.171522","0.097994","0.797994","0.894304","0.851331","0.923193","1.092181"
"inosine","1.067043","0.863378","1.286168","1.053069","1.083442","0.595047","2.662570","0.565708","0.775352","2.497353","1.194876","1.878849","1.789500","1.062253","1.063423","1.256685","1.626693","0.781811","0.550823","1.197165","1.541076","1.618075","1.926949","0.628506","0.124897","0.480924","0.422311","1.000000","1.637786","2.301032","1.079268","1.092476","0.302368","1.388853","1.006261","0.704570","1.820700","0.898529","0.655847","1.000000","0.555062","0.997014","0.723679","0.589376","0.744014","0.941944","4.121548","0.373292","0.625051","0.937878","0.995701","0.493654","1.006747","0.727019","1.272747","1.775050","0.679123","0.893671","1.536705","1.000411","0.322611","1.000000","0.004860","0.646235","1.237255","0.973484","1.004647","0.368275"
"inositol 1-phosphate (i1p)","3.791476","0.822488","1.449394","1.143016","0.960426","0.828389","1.045210","0.976878","1.018587","1.559331","0.768585","1.726838","1.000000","0.967124","0.747907","1.149027","1.545843","1.000000","0.352079","1.602336","2.085560","1.038365","1.147835","0.907314","0.319398","0.652780","0.285191","0.438107","1.680537","0.957117","1.556384","1.000000","0.818484","1.124399","1.029765","1.008844","1.029713","0.764445","1.391665","1.365169","0.771798","0.574962","0.769917","0.856256","0.772057","1.878913","0.841320","0.444361","1.229098","1.564784","0.212809","0.302565","1.180920","0.640176","0.747830","1.531371","0.222781","1.023188","0.942657","1.065237","1.633897","1.282325","0.179469","1.105119","2.022183","0.871405","0.871727","0.974137"
"isobar: 2-propylpentanoic acid, 2-ethylhexanoic acid","0.650061","1.167379","0.598116","0.831307","1.035502","3.939589","0.862636","1.185451","0.717707","1.000000","0.564811","0.884808","0.753476","0.707776","1.077391","1.310534","1.027123","1.318396","1.222728","1.500688","0.824645","0.819690","0.979750","0.921868","0.922841","0.637529","1.097075","0.727899","0.835521","0.485462","1.107547","1.118300","1.242430","0.708300","1.000000","1.192982","4.238020","2.077884","1.183049","0.960762","1.930350","0.759754","1.007503","0.485462","0.846433","0.820008","0.922772","0.877898","1.455849","0.485462","1.036019","0.793626","0.843995","1.404930","1.258087","0.869841","3.357283","0.717602","1.000000","1.196728","1.073337","2.124211","3.028263","0.940860","0.485462","1.510116","0.717891","0.485462"
"isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate","1.189459","3.239687","0.902515","1.911279","2.581896","0.094982","0.730313","1.000000","2.276964","1.685252","1.012421","1.693005","4.288974","2.435505","0.732088","2.113702","1.576908","0.377344","0.967222","0.513028","1.673291","0.117507","0.408280","1.130052","0.196013","0.376592","0.217820","0.902838","0.922202","2.957998","0.819052","2.494262","0.295670","3.957420","0.931349","0.697084","1.354467","1.164006","3.028571","0.729364","0.539515","0.143731","1.438029","1.196485","0.809409","2.508437","4.694039","0.709437","0.482839","2.079224","0.646605","0.273146","0.951471","1.658501","0.273499","1.142748","0.969834","0.572915","0.482065","1.874266","12.406386","1.257841","0.094982","1.082462","0.971189","1.030166","0.992847","1.000000"
"isobar: ribulose 5-phosphate, xylulose 5-phosphate","0.681242","0.789588","1.022796","0.036015","0.848915","0.558927","0.133972","1.434525","0.824314","1.547300","0.794923","1.258952","2.141607","0.943215","1.085193","1.069263","1.060207","0.715190","0.415066","0.990653","1.043543","0.970818","1.721579","0.604549","0.213642","0.979203","0.260630","1.464056","1.687929","2.677228","0.738638","1.059314","0.877007","1.159675","0.994524","1.177414","1.529341","1.428644","1.723829","0.822944","0.899981","1.118067","1.412848","0.904946","1.193337","1.460198","2.690840","0.579124","0.844713","1.348440","3.970213","0.306966","0.451368","0.535047","1.000000","1.950214","0.598198","1.162899","0.914485","0.747534","1.154551","1.326464","0.036015","0.567516","1.000000","1.029182","3.156064","0.637556"
"isobutyrylcarnitine (c4)","0.201037","1.147036","1.068582","0.322507","0.141270","1.995232","1.990846","0.487643","0.385250","0.196214","0.400901","0.825331","1.000000","1.000000","0.795289","1.092609","0.119099","0.293795","0.813753","0.585489","0.639859","1.206944","2.415248","0.762929","0.267280","0.628149","0.110671","2.407510","0.110671","0.856826","4.065094","2.032042","1.779007","0.781043","1.051677","2.182004","2.184443","0.942663","2.059664","2.492438","1.574852","0.440017","1.221383","2.164231","0.629615","1.514668","3.389433","0.961180","0.900866","2.385839","0.351881","0.362695","2.538467","1.133438","0.674428","7.381112","1.317364","1.055313","1.399977","2.641352","1.399698","0.790161","0.459333","1.082384","0.931418","2.268397","1.794422","0.395480"
"isoleucine","1.056720","2.227062","1.154411","0.650994","0.466713","0.725073","0.503668","0.818251","0.968773","0.487679","0.750640","0.590380","1.357306","1.529317","0.677644","0.944910","0.713019","0.641169","1.283337","0.795923","0.659133","1.448361","1.194821","0.998695","1.000000","1.367452","1.200619","1.005708","0.734057","1.256133","0.997759","1.813023","0.611871","0.784396","1.557299","1.000000","1.233218","0.685353","1.092339","1.417565","0.982379","1.561169","0.674695","1.492963","1.162375","0.844521","1.895064","0.576508","1.409540","0.884231","0.630317","0.565208","1.344944","1.013450","0.826341","1.722689","0.330433","2.084851","1.356291","1.058026","1.602417","0.634644","0.693372","1.486006","1.230907","0.645583","1.000000","1.510037"
"isovalerylcarnitine (c5)","0.219246","1.822722","1.016667","0.181107","0.330245","1.537068","3.144811","0.538626","0.690267","0.118793","0.220402","0.674433","2.098255","1.521017","0.868527","0.740817","0.475486","0.275341","0.890765","1.390800","0.152513","1.247711","2.997623","0.459126","0.160758","1.407602","0.118793","2.788224","0.123206","1.144953","12.709289","4.211584","1.770680","1.012080","2.104673","0.738828","1.442536","1.000000","1.971146","2.156455","0.549473","0.236751","1.380157","1.559907","0.858571","1.537706","1.764565","0.366899","0.777574","3.432361","0.612527","0.157315","0.983333","0.987919","0.725502","2.000194","1.139177","1.718006","1.269011","2.090777","0.796962","1.199690","0.281370","0.454654","1.368686","2.476846","0.523593","0.218412"
"kynurenine","0.226023","1.101822","1.069490","0.436926","0.226023","0.791104","0.369397","0.599492","0.468284","0.226023","0.235012","0.226023","0.785650","0.408646","0.524605","0.544686","0.226023","0.226023","2.445394","0.342615","0.226023","1.294283","1.344250","0.549148","6.731463","0.880079","0.811550","1.284397","0.226023","0.636313","0.355469","4.413937","0.816106","0.226023","3.543933","1.231226","1.943676","0.858363","0.772743","2.910457","2.676952","3.446191","0.226023","7.001390","6.471118","0.940948","3.342371","3.862020","1.790063","1.000000","1.959956","0.703372","0.782664","0.690844","0.252093","7.108177","0.740698","10.318457","1.841662","0.426336","5.645636","0.226023","1.000000","2.184022","0.981374","1.487406","1.000000","2.497972"
"lactate","1.000000","1.082271","0.840228","1.313707","0.823791","0.692693","1.207128","0.875060","1.006163","1.370115","0.837543","0.870688","0.936675","0.911494","1.000000","0.944169","1.150554","0.511651","1.107352","0.870987","0.870030","1.180463","1.739443","1.205468","1.024907","0.692276","0.802554","1.069327","1.189517","1.196490","1.261710","1.342197","0.577663","0.815400","1.015742","0.928827","1.528547","0.830373","1.042033","1.658203","0.645588","1.398652","1.004691","1.277354","0.963858","1.070207","1.809073","0.457364","1.504071","1.114780","0.747179","0.750735","1.062379","0.976034","1.036958","1.657529","0.428407","1.000000","1.470861","0.813792","0.968617","0.576164","0.858920","0.897396","0.778992","0.906283","0.903234","1.342311"
"laurate (12:0)","0.758879","1.079442","1.172036","0.771450","0.951072","1.343870","1.355685","0.826393","0.719315","1.000000","0.768608","0.783225","0.897875","0.825676","1.113159","0.825548","0.873856","1.010364","0.947080","0.961779","1.101854","0.957928","1.066149","1.249866","1.277451","0.871641","0.959251","0.833587","1.342422","0.717333","0.957922","1.261885","0.986919","0.973721","1.161873","1.361989","1.009256","0.814500","1.329501","1.037198","1.176476","1.193965","1.260405","0.993868","0.949768","1.063964","0.882722","1.000273","0.937770","0.733327","1.318740","1.284767","0.860586","1.017077","0.850411","1.000000","1.259205","1.222413","1.123945","1.233315","1.263461","0.987155","2.138373","0.932030","0.908446","0.814267","1.000000","1.455720"
"leucine","0.964367","2.114809","1.000000","0.633882","0.423632","0.655540","0.475495","0.784132","0.893279","0.464546","0.574643","0.478181","1.286392","1.351594","0.555309","1.000000","0.635859","0.593165","1.373265","0.744423","0.575217","1.239216","1.143464","1.040632","1.050167","1.340302","1.172013","1.093687","0.635880","1.063796","1.012386","2.038291","0.561280","0.624684","1.631005","0.936965","1.287959","0.668989","0.949285","1.465100","0.927072","1.730176","0.716070","1.710853","1.392745","1.000000","1.642311","0.681789","1.506347","0.811463","0.591042","0.613782","1.401260","1.008821","0.835707","2.032648","0.356937","1.952991","1.352340","1.077630","1.612412","0.536743","0.641664","1.557886","1.467316","0.739775","0.918026","1.996121"
"leucylglutamate","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","1.000000","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","1.000000","0.688084","0.688084","0.688084","0.688084","0.688084","0.973844","0.688084","0.688084","1.719791","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","3.003096","0.688084","0.688084","1.000000","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084","0.688084"
"levulinate (4-oxovalerate)","0.625453","0.465478","0.862994","0.966473","1.000000","0.733551","0.950615","0.465478","0.465478","0.793387","0.501559","1.183416","0.775393","0.465478","1.163183","1.078179","0.465478","1.000000","1.092550","0.965529","0.830549","1.521548","0.465478","1.230361","0.781006","0.465478","0.609701","1.292098","1.031336","0.465478","0.695777","0.531790","1.589847","0.738630","0.950834","1.164762","0.943170","1.453147","1.000000","1.363275","2.050494","2.269037","1.640533","0.696546","0.578323","1.231459","0.591717","1.238236","1.115403","0.465478","1.217876","0.627499","1.017430","0.847774","1.148871","0.472189","3.716162","1.130192","1.484981","2.248066","0.712834","0.689375","1.512409","0.888248","0.519611","2.203838","0.819999","1.064882"
"lidocaine","2.559272","0.941535","0.747694","0.906147","0.271450","1.538796","1.416725","0.873485","0.926498","1.239999","0.271450","1.164403","1.001331","1.000000","1.161076","0.823240","0.481977","0.549290","0.418889","0.431094","0.968017","1.164285","0.982290","1.065649","0.880001","1.323516","0.822189","2.156684","0.271450","1.031983","2.900164","1.310677","0.271450","0.635191","0.629352","2.708837","1.404202","0.271450","1.396973","1.292329","0.659021","1.048131","0.682096","1.055063","3.612017","1.836943","3.058236","0.281519","0.271450","0.920136","1.000000","2.512649","1.850754","0.602083","0.451068","1.060720","0.560092","1.256597","0.515018","0.717997","1.098572","0.472915","0.443872","1.302495","0.864501","0.451023","2.035062","2.415292"
"linoleate (18:2n6)","0.645269","1.421820","1.000000","0.906166","0.508721","0.588639","0.623513","1.000000","1.053047","0.627031","0.574410","0.326790","1.172366","0.482886","0.503891","0.677440","0.706838","0.676876","1.385174","0.532657","0.584841","0.786745","1.414727","0.702647","1.710117","0.410275","1.151677","0.521851","0.672310","0.189936","0.544580","2.665833","0.791686","0.514137","2.503882","2.371592","1.681563","0.907658","2.071006","1.690019","1.051020","2.473294","0.684713","2.051508","2.434093","1.179217","0.877638","1.680844","2.566017","0.455676","0.663720","0.703029","1.941556","1.147920","0.903739","1.818487","0.406731","2.647488","2.147256","1.855785","2.147628","0.789790","2.291720","2.998944","1.023797","1.000000","1.485218","3.122058"
